student_id,course_id,term,grade_letter,grade_value,student_rating
S1034,COURSE1007,Spring 2025,B,3.0,
S1034,COURSE1043,Spring 2025,A,4.0,3.0
S1034,COURSE1069,Fall 2024,B+,3.3,2.0
S1034,COURSE1075,Fall 2025,B+,3.3,3.0
S1034,COURSE1000,Fall 2025,C,2.0,5.0
S1034,COURSE1032,Fall 2024,D,1.0,
S1034,COURSE1072,Spring 2024,D,1.0,2.0
S1034,COURSE1042,Fall 2024,A,4.0,4.0
S1035,COURSE1005,Spring 2024,B+,3.3,2.0
S1035,COURSE1023,Fall 2024,B-,2.7,
S1035,COURSE1050,Fall 2024,B+,3.3,4.0
S1035,COURSE1095,Fall 2025,A,4.0,1.0
S1035,COURSE1041,Fall 2023,A-,3.7,3.0
S1035,COURSE1014,Fall 2025,A,4.0,
S1035,COURSE1077,Spring 2023,A,4.0,3.0
S1035,COURSE1068,Fall 2023,B-,2.7,2.0
S1035,COURSE1059,Fall 2023,C+,2.3,
S1035,COURSE1032,Spring 2025,C+,2.3,5.0
S1035,COURSE1086,Fall 2024,A,4.0,5.0
S1035,COURSE1000,Fall 2024,B+,3.3,
S1035,COURSE1019,Spring 2025,C+,2.3,1.0
S1035,COURSE1021,Spring 2025,C+,2.3,5.0
S1035,COURSE1043,Spring 2024,A,4.0,
S1035,COURSE1009,Fall 2025,A-,3.7,
S1035,COURSE1097,Fall 2023,B-,2.7,4.0
S1035,COURSE1060,Fall 2023,C+,2.3,1.0
S1036,COURSE1002,Fall 2025,C+,2.3,3.0
S1036,COURSE1038,Spring 2025,B-,2.7,
S1036,COURSE1029,Spring 2025,B+,3.3,3.0
S1036,COURSE1047,Spring 2025,B,3.0,3.0
S1036,COURSE1003,Fall 2025,A-,3.7,2.0
S1036,COURSE1028,Spring 2025,B,3.0,
S1036,COURSE1022,Fall 2025,C+,2.3,4.0
S1037,COURSE1057,Spring 2025,D,1.0,1.0
S1037,COURSE1030,Fall 2024,B-,2.7,2.0
S1037,COURSE1039,Spring 2024,D,1.0,4.0
S1037,COURSE1021,Fall 2024,A,4.0,3.0
S1037,COURSE1012,Spring 2025,B+,3.3,
S1037,COURSE1003,Spring 2024,B,3.0,5.0
S1037,COURSE1075,Spring 2024,A-,3.7,
S1037,COURSE1048,Spring 2024,C-,1.7,1.0
S1037,COURSE1084,Spring 2024,B-,2.7,2.0
S1037,COURSE1066,Spring 2024,C+,2.3,4.0
S1037,COURSE1074,Fall 2025,B,3.0,5.0
S1037,COURSE1099,Spring 2024,C+,2.3,2.0
S1037,COURSE1033,Spring 2024,B+,3.3,3.0
S1037,COURSE1045,Fall 2024,A,4.0,
S1037,COURSE1027,Spring 2025,C+,2.3,
S1038,COURSE1096,Spring 2024,C-,1.7,
S1038,COURSE1087,Spring 2024,A-,3.7,4.0
S1038,COURSE1051,Spring 2025,C,2.0,4.0
S1038,COURSE1006,Spring 2024,B,3.0,2.0
S1038,COURSE1033,Fall 2024,C,2.0,1.0
S1038,COURSE1042,Spring 2025,C+,2.3,
S1038,COURSE1078,Spring 2025,D+,1.3,3.0
S1038,COURSE1024,Fall 2025,B,3.0,2.0
S1038,COURSE1069,Spring 2025,B+,3.3,1.0
S1038,COURSE1060,Fall 2024,A,4.0,4.0
S1038,COURSE1015,Spring 2024,B-,2.7,2.0
S1038,COURSE1025,Fall 2025,D+,1.3,3.0
S1038,COURSE1058,Spring 2024,A-,3.7,
S1038,COURSE1093,Spring 2024,C+,2.3,4.0
S1038,COURSE1071,Fall 2025,A-,3.7,3.0
S1038,COURSE1010,Fall 2024,A-,3.7,2.0
S1038,COURSE1086,Spring 2025,C+,2.3,4.0
S1039,COURSE1001,Spring 2025,A-,3.7,
S1039,COURSE1064,Fall 2023,C+,2.3,2.0
S1039,COURSE1055,Fall 2023,B,3.0,2.0
S1039,COURSE1091,Spring 2025,A-,3.7,3.0
S1039,COURSE1010,Spring 2024,D,1.0,
S1039,COURSE1046,Spring 2024,B+,3.3,
S1039,COURSE1019,Fall 2025,B+,3.3,5.0
S1039,COURSE1028,Fall 2024,B-,2.7,2.0
S1039,COURSE1082,Fall 2024,B,3.0,
S1039,COURSE1037,Fall 2024,C-,1.7,
S1039,COURSE1073,Spring 2023,B-,2.7,2.0
S1039,COURSE1012,Spring 2025,C+,2.3,
S1039,COURSE1032,Spring 2025,C+,2.3,3.0
S1039,COURSE1020,Spring 2024,C-,1.7,
S1039,COURSE1023,Fall 2025,A,4.0,
S1039,COURSE1063,Spring 2025,A,4.0,
S1039,COURSE1024,Spring 2024,C-,1.7,
S1039,COURSE1099,Fall 2024,D,1.0,
S1039,COURSE1007,Spring 2025,A,4.0,3.0
S1040,COURSE1059,Spring 2024,B+,3.3,5.0
S1040,COURSE1005,Fall 2024,B-,2.7,
S1040,COURSE1041,Spring 2025,A,4.0,3.0
S1040,COURSE1050,Fall 2025,C+,2.3,1.0
S1040,COURSE1014,Spring 2024,B-,2.7,3.0
S1040,COURSE1032,Fall 2025,A,4.0,5.0
S1040,COURSE1095,Spring 2024,C,2.0,
S1040,COURSE1023,Spring 2025,B-,2.7,5.0
S1040,COURSE1068,Spring 2025,D+,1.3,4.0
S1040,COURSE1086,Fall 2025,C,2.0,5.0
S1040,COURSE1075,Fall 2025,B,3.0,4.0
S1040,COURSE1007,Fall 2024,C+,2.3,
S1040,COURSE1030,Fall 2024,B-,2.7,3.0
S1040,COURSE1039,Fall 2025,B+,3.3,4.0
S1040,COURSE1004,Spring 2024,C,2.0,
S1041,COURSE1057,Spring 2025,C,2.0,5.0
S1041,COURSE1039,Spring 2024,F,0.0,2.0
S1041,COURSE1012,Spring 2024,C,2.0,4.0
S1041,COURSE1066,Fall 2024,A,4.0,3.0
S1041,COURSE1030,Fall 2025,C,2.0,5.0
S1041,COURSE1021,Fall 2023,C+,2.3,3.0
S1041,COURSE1084,Fall 2025,C,2.0,5.0
S1041,COURSE1075,Fall 2023,B+,3.3,5.0
S1041,COURSE1048,Fall 2024,B+,3.3,4.0
S1041,COURSE1093,Spring 2023,A-,3.7,
S1041,COURSE1003,Spring 2025,D,1.0,
S1041,COURSE1097,Fall 2025,D+,1.3,3.0
S1041,COURSE1033,Fall 2025,C+,2.3,2.0
S1041,COURSE1024,Spring 2023,D,1.0,3.0
S1041,COURSE1015,Fall 2024,B,3.0,
S1041,COURSE1019,Spring 2023,A-,3.7,2.0
S1041,COURSE1016,Fall 2025,A-,3.7,5.0
S1041,COURSE1022,Spring 2024,B-,2.7,4.0
S1042,COURSE1086,Fall 2022,B+,3.3,1.0
S1042,COURSE1032,Fall 2022,C,2.0,5.0
S1042,COURSE1068,Fall 2023,A,4.0,4.0
S1042,COURSE1014,Spring 2024,B+,3.3,
S1042,COURSE1023,Spring 2024,B-,2.7,5.0
S1042,COURSE1005,Spring 2024,B,3.0,3.0
S1042,COURSE1050,Spring 2024,B,3.0,5.0
S1042,COURSE1041,Spring 2023,C-,1.7,4.0
S1042,COURSE1059,Fall 2025,A-,3.7,5.0
S1042,COURSE1077,Fall 2022,D+,1.3,2.0
S1042,COURSE1095,Spring 2024,B+,3.3,5.0
S1042,COURSE1006,Fall 2023,B+,3.3,4.0
S1042,COURSE1008,Fall 2022,A,4.0,3.0
S1042,COURSE1070,Fall 2025,B+,3.3,5.0
S1042,COURSE1098,Spring 2023,B,3.0,
S1042,COURSE1035,Spring 2024,B-,2.7,
S1042,COURSE1043,Fall 2025,A-,3.7,4.0
S1042,COURSE1000,Spring 2022,D,1.0,
S1042,COURSE1025,Spring 2025,B+,3.3,5.0
S1042,COURSE1046,Fall 2024,A,4.0,1.0
S1042,COURSE1013,Fall 2022,F,0.0,3.0
S1043,COURSE1050,Spring 2024,A-,3.7,2.0
S1043,COURSE1023,Fall 2025,B,3.0,
S1043,COURSE1041,Spring 2025,C,2.0,5.0
S1043,COURSE1095,Fall 2025,C-,1.7,
S1043,COURSE1086,Fall 2024,A,4.0,4.0
S1043,COURSE1059,Spring 2024,A,4.0,4.0
S1043,COURSE1077,Fall 2025,B,3.0,1.0
S1043,COURSE1032,Spring 2025,B-,2.7,5.0
S1043,COURSE1068,Fall 2025,C-,1.7,2.0
S1043,COURSE1005,Fall 2024,C,2.0,2.0
S1043,COURSE1055,Spring 2024,B+,3.3,4.0
S1043,COURSE1034,Spring 2025,C+,2.3,
S1043,COURSE1089,Spring 2025,D,1.0,4.0
S1043,COURSE1002,Fall 2024,C,2.0,2.0
S1043,COURSE1051,Fall 2025,B-,2.7,5.0
S1044,COURSE1040,Fall 2023,B+,3.3,2.0
S1044,COURSE1094,Fall 2023,C-,1.7,
S1044,COURSE1049,Spring 2025,D,1.0,2.0
S1044,COURSE1067,Spring 2023,B+,3.3,
S1044,COURSE1058,Spring 2025,C+,2.3,
S1044,COURSE1031,Fall 2024,C+,2.3,5.0
S1044,COURSE1076,Fall 2025,F,0.0,5.0
S1044,COURSE1013,Fall 2022,B+,3.3,3.0
S1044,COURSE1085,Fall 2025,D,1.0,4.0
S1044,COURSE1022,Fall 2025,B-,2.7,1.0
S1044,COURSE1004,Spring 2022,A-,3.7,
S1044,COURSE1001,Spring 2025,A,4.0,
S1044,COURSE1069,Spring 2024,A-,3.7,1.0
S1044,COURSE1062,Spring 2025,B+,3.3,2.0
S1044,COURSE1051,Fall 2023,B+,3.3,
S1044,COURSE1048,Fall 2024,A-,3.7,
S1044,COURSE1030,Spring 2023,B,3.0,4.0
S1044,COURSE1035,Fall 2023,B,3.0,2.0
S1044,COURSE1007,Fall 2025,B,3.0,4.0
S1044,COURSE1052,Spring 2024,A-,3.7,1.0
S1045,COURSE1015,Spring 2025,A-,3.7,3.0
S1045,COURSE1051,Spring 2025,B+,3.3,
S1045,COURSE1042,Spring 2025,A,4.0,
S1045,COURSE1033,Spring 2025,C-,1.7,1.0
S1045,COURSE1055,Spring 2025,D,1.0,5.0
S1045,COURSE1063,Spring 2025,C-,1.7,3.0
S1046,COURSE1058,Fall 2024,D+,1.3,4.0
S1046,COURSE1049,Fall 2024,B,3.0,1.0
S1046,COURSE1067,Spring 2024,A,4.0,1.0
S1046,COURSE1013,Spring 2024,A,4.0,1.0
S1046,COURSE1040,Spring 2025,D,1.0,
S1046,COURSE1085,Spring 2025,C-,1.7,
S1046,COURSE1022,Spring 2024,B+,3.3,
S1046,COURSE1076,Fall 2024,B+,3.3,
S1046,COURSE1004,Spring 2024,D+,1.3,3.0
S1046,COURSE1031,Fall 2024,C-,1.7,4.0
S1046,COURSE1094,Spring 2024,A-,3.7,1.0
S1046,COURSE1061,Fall 2025,C,2.0,
S1046,COURSE1086,Spring 2024,D+,1.3,1.0
S1046,COURSE1035,Fall 2025,A,4.0,2.0
S1046,COURSE1038,Spring 2025,A,4.0,1.0
S1046,COURSE1029,Fall 2025,B,3.0,
S1047,COURSE1004,Spring 2025,C,2.0,2.0
S1047,COURSE1049,Fall 2025,B+,3.3,5.0
S1047,COURSE1040,Spring 2025,B+,3.3,4.0
S1047,COURSE1013,Fall 2025,B+,3.3,3.0
S1047,COURSE1076,Fall 2025,C-,1.7,5.0
S1047,COURSE1085,Fall 2025,A-,3.7,4.0
S1047,COURSE1058,Spring 2025,B,3.0,4.0
S1047,COURSE1079,Spring 2025,B,3.0,4.0
S1047,COURSE1030,Spring 2025,B,3.0,2.0
S1047,COURSE1010,Spring 2025,C-,1.7,4.0
S1048,COURSE1023,Spring 2023,A-,3.7,2.0
S1048,COURSE1050,Spring 2025,B,3.0,1.0
S1048,COURSE1041,Spring 2025,F,0.0,4.0
S1048,COURSE1077,Fall 2022,B,3.0,
S1048,COURSE1095,Fall 2024,B,3.0,2.0
S1048,COURSE1014,Fall 2024,A,4.0,
S1048,COURSE1086,Spring 2022,B,3.0,4.0
S1048,COURSE1059,Fall 2024,A-,3.7,1.0
S1048,COURSE1032,Spring 2025,A,4.0,3.0
S1048,COURSE1068,Fall 2025,B+,3.3,
S1048,COURSE1005,Fall 2022,A,4.0,3.0
S1048,COURSE1033,Fall 2022,C+,2.3,
S1048,COURSE1038,Fall 2022,B,3.0,3.0
S1048,COURSE1042,Fall 2022,C,2.0,3.0
S1048,COURSE1080,Fall 2023,B,3.0,1.0
S1048,COURSE1098,Spring 2025,A,4.0,1.0
S1048,COURSE1075,Fall 2024,F,0.0,
S1048,COURSE1093,Spring 2023,C+,2.3,2.0
S1048,COURSE1020,Spring 2025,B-,2.7,
S1048,COURSE1064,Spring 2025,B-,2.7,1.0
S1048,COURSE1028,Fall 2023,C+,2.3,3.0
S1049,COURSE1012,Spring 2024,A,4.0,1.0
S1049,COURSE1066,Fall 2025,C-,1.7,
S1049,COURSE1021,Fall 2024,B-,2.7,
S1049,COURSE1075,Spring 2024,C+,2.3,2.0
S1049,COURSE1048,Fall 2023,B-,2.7,3.0
S1049,COURSE1039,Spring 2025,D+,1.3,
S1049,COURSE1057,Fall 2025,B-,2.7,3.0
S1049,COURSE1030,Spring 2022,B-,2.7,
S1049,COURSE1093,Fall 2023,C-,1.7,3.0
S1049,COURSE1003,Fall 2025,A,4.0,3.0
S1049,COURSE1084,Spring 2025,C-,1.7,5.0
S1049,COURSE1023,Spring 2022,A,4.0,
S1049,COURSE1077,Spring 2024,A-,3.7,1.0
S1049,COURSE1087,Spring 2025,C,2.0,4.0
S1049,COURSE1040,Spring 2023,B-,2.7,2.0
S1049,COURSE1047,Spring 2022,C-,1.7,
S1049,COURSE1094,Spring 2024,B+,3.3,
S1049,COURSE1049,Spring 2025,A,4.0,3.0
S1049,COURSE1074,Fall 2025,D,1.0,5.0
S1049,COURSE1020,Fall 2022,B-,2.7,5.0
S1049,COURSE1070,Fall 2023,B-,2.7,3.0
S1050,COURSE1095,Spring 2023,C+,2.3,1.0
S1050,COURSE1059,Fall 2024,C,2.0,
S1050,COURSE1050,Fall 2023,B+,3.3,3.0
S1050,COURSE1086,Fall 2024,C+,2.3,1.0
S1050,COURSE1077,Fall 2024,A-,3.7,4.0
S1050,COURSE1032,Spring 2024,A,4.0,2.0
S1050,COURSE1014,Fall 2025,C+,2.3,
S1050,COURSE1023,Spring 2023,A-,3.7,3.0
S1050,COURSE1041,Spring 2022,C,2.0,5.0
S1050,COURSE1068,Fall 2024,C-,1.7,
S1050,COURSE1005,Spring 2022,B-,2.7,5.0
S1050,COURSE1039,Fall 2023,D,1.0,2.0
S1050,COURSE1025,Spring 2023,B,3.0,
S1050,COURSE1004,Spring 2025,B,3.0,5.0
S1050,COURSE1044,Fall 2024,B+,3.3,1.0
S1050,COURSE1090,Fall 2025,B,3.0,4.0
S1050,COURSE1094,Fall 2022,C-,1.7,1.0
S1050,COURSE1099,Spring 2023,C,2.0,2.0
S1050,COURSE1065,Spring 2025,B,3.0,5.0
S1050,COURSE1037,Spring 2025,C-,1.7,3.0
S1051,COURSE1075,Fall 2024,B+,3.3,4.0
S1051,COURSE1066,Fall 2025,A,4.0,1.0
S1051,COURSE1039,Spring 2023,C,2.0,2.0
S1051,COURSE1012,Fall 2023,B+,3.3,4.0
S1051,COURSE1084,Fall 2023,B,3.0,
S1051,COURSE1048,Spring 2025,C,2.0,1.0
S1051,COURSE1003,Spring 2025,C-,1.7,5.0
S1051,COURSE1030,Spring 2025,B-,2.7,5.0
S1051,COURSE1093,Fall 2025,C+,2.3,5.0
S1051,COURSE1021,Spring 2025,A-,3.7,
S1051,COURSE1057,Fall 2025,D+,1.3,4.0
S1051,COURSE1049,Fall 2024,A,4.0,4.0
S1051,COURSE1022,Spring 2023,B-,2.7,
S1051,COURSE1080,Spring 2024,C-,1.7,1.0
S1051,COURSE1058,Fall 2024,C+,2.3,4.0
S1051,COURSE1019,Spring 2024,B+,3.3,2.0
S1051,COURSE1053,Spring 2024,C-,1.7,3.0
S1051,COURSE1032,Fall 2025,B,3.0,
S1051,COURSE1078,Spring 2025,A,4.0,3.0
S1052,COURSE1049,Spring 2025,B,3.0,
S1052,COURSE1022,Spring 2025,C+,2.3,
S1052,COURSE1004,Fall 2025,B+,3.3,
S1052,COURSE1031,Spring 2025,C,2.0,1.0
S1052,COURSE1013,Fall 2025,B+,3.3,2.0
S1052,COURSE1076,Spring 2025,D,1.0,4.0
S1052,COURSE1072,Fall 2025,B+,3.3,1.0
S1052,COURSE1075,Spring 2025,B-,2.7,1.0
S1052,COURSE1054,Fall 2025,C,2.0,2.0
S1053,COURSE1074,Fall 2024,D+,1.3,
S1053,COURSE1083,Spring 2025,C,2.0,2.0
S1053,COURSE1011,Fall 2024,C,2.0,1.0
S1053,COURSE1065,Spring 2023,A-,3.7,5.0
S1053,COURSE1029,Fall 2024,D+,1.3,5.0
S1053,COURSE1002,Spring 2023,A-,3.7,
S1053,COURSE1020,Fall 2024,B-,2.7,4.0
S1053,COURSE1056,Fall 2025,B-,2.7,5.0
S1053,COURSE1092,Fall 2023,B-,2.7,4.0
S1053,COURSE1047,Spring 2024,D+,1.3,5.0
S1053,COURSE1038,Fall 2024,C-,1.7,2.0
S1053,COURSE1051,Fall 2023,B,3.0,2.0
S1053,COURSE1095,Fall 2025,A,4.0,
S1053,COURSE1081,Spring 2024,B-,2.7,
S1053,COURSE1043,Fall 2024,C+,2.3,4.0
S1053,COURSE1082,Fall 2024,B+,3.3,5.0
S1053,COURSE1054,Spring 2024,C+,2.3,3.0
S1053,COURSE1022,Spring 2024,A-,3.7,5.0
S1053,COURSE1053,Spring 2024,A,4.0,
S1054,COURSE1027,Fall 2025,C,2.0,2.0
S1054,COURSE1036,Fall 2024,A-,3.7,
S1054,COURSE1018,Spring 2024,B,3.0,3.0
S1054,COURSE1090,Fall 2025,B+,3.3,3.0
S1054,COURSE1045,Spring 2025,A-,3.7,1.0
S1054,COURSE1000,Spring 2024,D,1.0,5.0
S1054,COURSE1054,Spring 2025,B,3.0,4.0
S1054,COURSE1099,Spring 2025,C+,2.3,
S1054,COURSE1072,Fall 2025,B,3.0,1.0
S1054,COURSE1063,Spring 2024,C,2.0,
S1054,COURSE1081,Fall 2024,D,1.0,5.0
S1054,COURSE1009,Spring 2025,C-,1.7,3.0
S1054,COURSE1008,Spring 2025,B-,2.7,
S1054,COURSE1019,Fall 2025,B+,3.3,
S1054,COURSE1084,Fall 2025,A,4.0,4.0
S1054,COURSE1023,Fall 2025,C-,1.7,
S1054,COURSE1057,Spring 2024,D+,1.3,2.0
S1054,COURSE1067,Spring 2025,B,3.0,4.0
S1055,COURSE1013,Spring 2025,B+,3.3,5.0
S1055,COURSE1094,Spring 2023,A,4.0,2.0
S1055,COURSE1040,Fall 2024,B,3.0,1.0
S1055,COURSE1085,Spring 2025,B,3.0,
S1055,COURSE1004,Fall 2023,C,2.0,
S1055,COURSE1022,Fall 2025,B,3.0,3.0
S1055,COURSE1058,Fall 2023,B,3.0,3.0
S1055,COURSE1067,Fall 2023,A,4.0,
S1055,COURSE1076,Spring 2024,B+,3.3,2.0
S1055,COURSE1031,Spring 2023,B,3.0,
S1055,COURSE1049,Spring 2025,B,3.0,
S1055,COURSE1024,Spring 2023,C,2.0,
S1055,COURSE1068,Fall 2023,C+,2.3,4.0
S1055,COURSE1012,Spring 2025,A-,3.7,
S1055,COURSE1053,Spring 2024,C,2.0,1.0
S1055,COURSE1057,Spring 2025,B,3.0,2.0
S1055,COURSE1007,Fall 2024,C+,2.3,2.0
S1055,COURSE1056,Spring 2025,C+,2.3,2.0
S1055,COURSE1099,Spring 2025,C,2.0,2.0
S1056,COURSE1006,Fall 2025,A-,3.7,4.0
S1056,COURSE1051,Fall 2025,B+,3.3,
S1056,COURSE1042,Spring 2025,B-,2.7,3.0
S1056,COURSE1024,Spring 2025,B,3.0,5.0
S1056,COURSE1069,Spring 2025,B-,2.7,2.0
S1056,COURSE1096,Spring 2025,C-,1.7,
S1056,COURSE1078,Fall 2025,A-,3.7,4.0
S1056,COURSE1043,Spring 2025,D+,1.3,1.0
S1056,COURSE1023,Fall 2025,B-,2.7,
S1056,COURSE1072,Spring 2025,B,3.0,5.0
S1057,COURSE1003,Spring 2025,B-,2.7,
S1057,COURSE1057,Spring 2025,D+,1.3,
S1057,COURSE1093,Spring 2025,B-,2.7,
S1057,COURSE1084,Spring 2025,B,3.0,3.0
S1057,COURSE1030,Fall 2025,B-,2.7,3.0
S1057,COURSE1024,Spring 2025,D,1.0,5.0
S1057,COURSE1022,Fall 2025,D+,1.3,4.0
S1057,COURSE1063,Fall 2025,D+,1.3,2.0
S1058,COURSE1049,Fall 2023,C+,2.3,2.0
S1058,COURSE1022,Fall 2024,A-,3.7,1.0
S1058,COURSE1076,Fall 2025,C-,1.7,1.0
S1058,COURSE1085,Fall 2023,A-,3.7,
S1058,COURSE1040,Fall 2023,A,4.0,
S1058,COURSE1031,Spring 2023,A-,3.7,1.0
S1058,COURSE1004,Spring 2025,C,2.0,1.0
S1058,COURSE1013,Fall 2024,C+,2.3,5.0
S1058,COURSE1058,Spring 2025,B-,2.7,2.0
S1058,COURSE1094,Spring 2025,B-,2.7,2.0
S1058,COURSE1067,Spring 2023,C-,1.7,
S1058,COURSE1003,Spring 2024,A,4.0,
S1058,COURSE1079,Spring 2023,C+,2.3,5.0
S1058,COURSE1000,Spring 2024,B,3.0,3.0
S1058,COURSE1011,Spring 2024,A,4.0,4.0
S1058,COURSE1083,Spring 2023,B+,3.3,3.0
S1058,COURSE1068,Spring 2023,A,4.0,5.0
S1058,COURSE1053,Fall 2023,F,0.0,4.0
S1059,COURSE1047,Fall 2025,B-,2.7,2.0
S1059,COURSE1065,Spring 2025,C+,2.3,
S1059,COURSE1083,Fall 2025,B+,3.3,2.0
S1059,COURSE1020,Fall 2025,B+,3.3,
S1059,COURSE1074,Fall 2025,B,3.0,5.0
S1059,COURSE1092,Spring 2025,A,4.0,5.0
S1059,COURSE1027,Fall 2025,D+,1.3,
S1059,COURSE1060,Fall 2025,C,2.0,2.0
S1059,COURSE1010,Fall 2025,A,4.0,5.0
S1060,COURSE1025,Fall 2023,B+,3.3,1.0
S1060,COURSE1052,Fall 2025,C+,2.3,4.0
S1060,COURSE1070,Spring 2023,C+,2.3,2.0
S1060,COURSE1097,Spring 2025,A-,3.7,5.0
S1060,COURSE1007,Fall 2025,F,0.0,
S1060,COURSE1079,Fall 2024,B,3.0,
S1060,COURSE1043,Spring 2025,C+,2.3,
S1060,COURSE1034,Fall 2024,A,4.0,
S1060,COURSE1088,Fall 2023,B,3.0,3.0
S1060,COURSE1016,Spring 2024,C,2.0,
S1060,COURSE1061,Fall 2024,C-,1.7,2.0
S1060,COURSE1033,Spring 2024,A,4.0,1.0
S1060,COURSE1051,Spring 2023,B+,3.3,3.0
S1060,COURSE1000,Spring 2023,A-,3.7,5.0
S1060,COURSE1009,Fall 2023,C-,1.7,3.0
S1060,COURSE1022,Spring 2025,C,2.0,
S1060,COURSE1017,Spring 2025,C-,1.7,
S1060,COURSE1068,Spring 2023,C,2.0,2.0
S1060,COURSE1010,Spring 2023,C,2.0,
S1061,COURSE1072,Fall 2024,C+,2.3,
S1061,COURSE1018,Fall 2025,B,3.0,1.0
S1061,COURSE1027,Spring 2024,D+,1.3,1.0
S1061,COURSE1009,Fall 2025,C-,1.7,
S1061,COURSE1090,Spring 2025,B+,3.3,1.0
S1061,COURSE1054,Fall 2025,B+,3.3,
S1061,COURSE1081,Spring 2025,D+,1.3,5.0
S1061,COURSE1036,Spring 2025,B+,3.3,4.0
S1061,COURSE1099,Fall 2024,F,0.0,5.0
S1061,COURSE1045,Spring 2025,B+,3.3,3.0
S1061,COURSE1063,Spring 2024,F,0.0,
S1061,COURSE1000,Spring 2025,D+,1.3,3.0
S1061,COURSE1061,Fall 2024,B+,3.3,
S1061,COURSE1042,Spring 2025,D+,1.3,3.0
S1061,COURSE1028,Fall 2024,C-,1.7,4.0
S1061,COURSE1029,Fall 2025,B-,2.7,3.0
S1061,COURSE1016,Fall 2025,C-,1.7,
S1061,COURSE1083,Spring 2025,C+,2.3,
S1062,COURSE1053,Spring 2025,B-,2.7,5.0
S1062,COURSE1062,Fall 2023,A-,3.7,5.0
S1062,COURSE1008,Fall 2023,D+,1.3,
S1062,COURSE1071,Fall 2023,C+,2.3,
S1062,COURSE1044,Fall 2024,C,2.0,5.0
S1062,COURSE1017,Spring 2023,C,2.0,4.0
S1062,COURSE1035,Spring 2024,B,3.0,4.0
S1062,COURSE1089,Spring 2024,D,1.0,2.0
S1062,COURSE1098,Spring 2024,B+,3.3,5.0
S1062,COURSE1026,Spring 2024,C,2.0,
S1062,COURSE1080,Fall 2023,C+,2.3,5.0
S1062,COURSE1011,Fall 2024,A,4.0,2.0
S1062,COURSE1057,Spring 2024,A,4.0,
S1062,COURSE1009,Spring 2023,A-,3.7,
S1062,COURSE1034,Spring 2025,B-,2.7,1.0
S1062,COURSE1051,Fall 2024,A,4.0,5.0
S1062,COURSE1070,Fall 2023,D,1.0,4.0
S1062,COURSE1059,Spring 2024,B,3.0,4.0
S1062,COURSE1088,Fall 2023,C+,2.3,1.0
S1063,COURSE1027,Spring 2025,C,2.0,1.0
S1063,COURSE1072,Fall 2024,B+,3.3,
S1063,COURSE1036,Fall 2022,B-,2.7,
S1063,COURSE1081,Spring 2022,B+,3.3,
S1063,COURSE1099,Fall 2023,A-,3.7,
S1063,COURSE1045,Spring 2022,B,3.0,5.0
S1063,COURSE1054,Spring 2022,B-,2.7,1.0
S1063,COURSE1090,Fall 2024,C-,1.7,2.0
S1063,COURSE1018,Fall 2023,C,2.0,3.0
S1063,COURSE1000,Fall 2024,C+,2.3,5.0
S1063,COURSE1063,Fall 2023,B-,2.7,2.0
S1063,COURSE1009,Spring 2024,B,3.0,4.0
S1063,COURSE1049,Spring 2024,D+,1.3,2.0
S1063,COURSE1077,Fall 2025,C+,2.3,
S1063,COURSE1091,Fall 2023,A-,3.7,
S1063,COURSE1087,Spring 2023,D+,1.3,
S1063,COURSE1093,Fall 2022,C-,1.7,1.0
S1063,COURSE1098,Spring 2022,C-,1.7,1.0
S1063,COURSE1044,Spring 2022,C,2.0,3.0
S1063,COURSE1051,Fall 2024,A-,3.7,5.0
S1063,COURSE1092,Fall 2022,C-,1.7,
S1063,COURSE1043,Spring 2022,B+,3.3,1.0
S1064,COURSE1083,Fall 2024,D,1.0,4.0
S1064,COURSE1092,Fall 2025,D+,1.3,5.0
S1064,COURSE1065,Fall 2024,C+,2.3,
S1064,COURSE1002,Spring 2025,B+,3.3,4.0
S1064,COURSE1047,Spring 2024,B+,3.3,4.0
S1064,COURSE1011,Spring 2025,D,1.0,
S1064,COURSE1020,Fall 2025,C-,1.7,1.0
S1064,COURSE1029,Fall 2024,B-,2.7,
S1064,COURSE1074,Fall 2024,B-,2.7,4.0
S1064,COURSE1056,Fall 2025,B,3.0,4.0
S1064,COURSE1038,Spring 2025,C,2.0,
S1064,COURSE1095,Fall 2024,C-,1.7,1.0
S1064,COURSE1033,Fall 2024,B-,2.7,5.0
S1064,COURSE1063,Spring 2024,B,3.0,
S1064,COURSE1004,Fall 2025,C-,1.7,5.0
S1064,COURSE1036,Spring 2025,C+,2.3,2.0
S1064,COURSE1000,Fall 2024,C-,1.7,4.0
S1065,COURSE1067,Spring 2025,B+,3.3,
S1065,COURSE1022,Spring 2025,C-,1.7,
S1065,COURSE1013,Spring 2025,C,2.0,2.0
S1065,COURSE1040,Spring 2025,B-,2.7,3.0
S1065,COURSE1077,Spring 2025,D+,1.3,2.0
S1065,COURSE1068,Spring 2025,B+,3.3,2.0
S1065,COURSE1080,Fall 2025,C+,2.3,
S1066,COURSE1060,Spring 2025,B-,2.7,5.0
S1066,COURSE1033,Spring 2025,A-,3.7,
S1066,COURSE1069,Fall 2025,B,3.0,
S1066,COURSE1078,Fall 2025,B-,2.7,
S1066,COURSE1096,Spring 2025,C-,1.7,4.0
S1066,COURSE1050,Spring 2025,B-,2.7,5.0
